,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
1127,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 15:07:53.609120
1128,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 15:07:57.004669
1129,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 15:08:03.466699
1130,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 15:08:07.916904
1131,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 15:08:11.472670
1132,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 15:08:14.459853
1133,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)",,4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 15:08:17.533097
1134,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 15:08:20.723627
1135,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 15:08:25.545148
1136,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:08:29.408325
1137,Cloud Engineer,5,1,"OpenDrives
4.3","$145,000 /yr (est.)",Remote,4.3,True,51 to 200 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.3,4.2,4.3,4.0,3.5,2023-05-14 15:08:31.005926
1138,Software Engineer,2,1,"PayPal
3.9","$104,150 /yr (est.)","San Jose, CA",3.9,False,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.5,3.9,4.0,3.4,4.0,2023-05-14 15:08:35.350371
1139,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 15:08:38.175068
1140,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 15:08:51.682790
1141,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 15:08:55.212447
1142,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 15:08:58.268559
1143,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 15:09:00.954052
1144,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:09:03.947280
1145,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 15:09:06.365548
1146,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 15:09:09.052917
1147,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 15:09:11.995142
1148,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:09:15.085164
1149,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 15:09:17.667934
1150,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:09:20.725158
1151,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 15:09:23.028676
1152,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 15:09:26.589930
1153,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 15:09:29.678957
1154,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 15:09:32.863770
1155,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 15:09:35.875260
1156,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 15:09:38.933405
1157,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 15:09:44.524184
1158,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:09:48.869843
1159,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:09:51.452255
1160,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 15:09:53.796874
1161,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 15:09:57.034732
1162,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 15:09:59.680254
1163,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 15:10:04.492856
1164,Full Stack Software Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 15:10:07.217019
1165,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:10:10.688509
1166,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 15:10:13.038605
1167,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 15:10:16.021038
1168,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 15:10:18.744353
1169,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 15:10:21.813325
1170,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 15:10:34.706651
1171,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 15:10:38.518137
1172,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 15:10:41.553329
1173,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 15:10:44.760532
1174,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 15:10:47.736739
1175,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:10:50.432301
1176,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 15:10:52.810979
1177,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 15:10:55.501403
1178,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:10:58.685365
1179,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 15:11:01.055938
1180,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:11:07.719732
1181,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 15:11:10.904646
1182,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:11:14.099035
1183,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 15:11:16.271680
1184,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:11:19.862828
1185,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 15:11:22.317672
1186,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 15:11:26.427890
1187,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 15:11:29.583892
1188,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 15:11:32.669394
1189,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 15:11:35.882162
1190,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 15:11:39.088928
1191,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 15:11:42.247351
1192,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 15:11:45.041323
1193,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 15:11:48.143918
1194,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 15:11:51.182708
1195,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 15:11:54.371536
1196,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:11:57.730774
1197,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 15:12:00.290564
1198,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:03.287345
1199,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 15:12:05.754234
1200,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 15:12:18.352361
1201,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:21.830454
1202,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:23.963472
1203,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:25.721392
1204,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:27.351511
1205,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:28.877261
1206,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:30.346854
1207,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:31.820737
1208,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:33.281904
1209,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:34.756257
1210,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:36.210315
1211,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:37.661254
1212,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:39.137437
1213,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:40.606689
1214,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:42.082612
1215,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:43.582876
1216,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:45.051290
1217,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:46.522712
1218,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:47.994756
1219,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:49.477084
1220,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:50.958555
1221,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:53.021048
1222,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:55.016652
1223,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:56.505911
1224,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:57.982196
1225,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:12:59.454087
1226,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:00.900608
1227,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:02.386201
1228,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:03.860592
1229,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:05.327033
1230,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:16.300855
1231,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 15:13:17.822737
