Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue
"$92,056 /yr (est.)",92056.0,Senior AI/ML Consultant (Federal),3.0,1,1,"Snorkel AI
3.5", DC,3.5,0,4.0,51 to 200 Employees,2019,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.1,3.4,3.4,3.1,3.3,yr,2.0,6.865298840321142
$37.50 /hr (est.),78000.0,PT Loss Control Field Consultant - Massachusetts,10.0,1,1,"EXL Services
3.8", MA,3.8,0,24.0,10000+ Employees,1999,Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),3.7,3.3,3.6,3.5,3.7,hr,7.0,7.0
"$80,734 /yr (est.)",80734.0,Technical Consultant - Impact,0.0,1,0,"ServiceNow
4.5", FL,4.5,0,19.0,10000+ Employees,2004,Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.3,4.4,4.6,4.3,4.3,yr,7.0,7.0
"$52,278 /yr (est.)",52278.0,WorkForce Time & Attendance Consultant,3.0,2,1,"Baer Group
3.6", GA,3.6,0,26.0,Unknown,1997,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,3.4,3.3,3.6,3.7,yr,4.824058459808882,6.865298840321142
"$117,500 /yr (est.)",117500.0,Data Science Consultant Level II,2.9165900735294117,-1,-1,Pandata,Remote,3.8987957181088317,1,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$204,165 /yr (est.)",204165.0,"Associate Director, Digital Transformation Consultant",10.0,1,1,"Kyndryl, Inc.
3.9", NJ,3.9,0,2.0,10000+ Employees,2021,Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.7,3.4,3.9,3.4,3.9,yr,7.0,6.865298840321142
"$135,000 /yr (est.)",135000.0,Services Consultant,2.9165900735294117,-1,-1,"Pryon Incorporated
5.0",Remote,5.0,1,6.0,1 to 50 Employees,2017,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,yr,1.0,6.865298840321142
"$124,188 /yr (est.)",124188.0,Senior Data Science Consultant (Remote),5.0,2,1,"DesignMind
4.3", CA,4.3,0,18.0,1 to 50 Employees,2005,Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.5,4.0,4.4,4.2,4.2,yr,1.0,3.0
"$154,500 /yr (est.)",154500.0,Data Science Consultant - Remote,5.0,1,1,"EPAM Systems
4.1",Remote,4.1,1,30.0,10000+ Employees,1993,Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),4.2,3.6,4.2,4.0,4.1,yr,7.0,7.0
"$100,000 /yr (est.)",100000.0,Senior Implementation Consultant,5.0,1,0,"Interface AI
3.8", TX,3.8,0,8.0,51 to 200 Employees,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.6,3.5,3.3,3.5,3.3,yr,2.0,6.865298840321142
$175.00 /hr (est.),364000.0,Health IT Quality and Product Safety Consultant,2.9165900735294117,-1,-1,"Quandary Peak Research
5.0", CA,5.0,0,12.0,1 to 50 Employees,2011,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.4,4.5,4.8,5.0,5.0,hr,1.0,6.865298840321142
"$118,718 /yr (est.)",118718.0,Lead Strategic Business Consultant - United States,5.0,2,1,"Introhive
3.2", GA,3.2,0,11.0,201 to 500 Employees,2012,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,2.7,3.4,3.2,2.8,4.0,yr,3.0,6.865298840321142
$67.50 /hr (est.),140400.0,UiPath/RPA Automation Development Consultant,5.0,1,1,"CBTS
4.2", OH,4.2,0,52.49002770083103,-1,-1,Private,-1,-1,-1,4.0,4.0,4.2,4.0,4.3,hr,4.824058459808882,6.865298840321142
"$93,590 /yr (est.)",93590.0,Senior Innovation Implementation Consultant,5.0,1,1,"Dallas/Fort Worth International Airport
3.6",LA,3.6,0,49.0,1001 to 5000 Employees,1974,Government,"Airlines, Airports & Air Transportation",Transportation & Logistics,$100 to $500 million (USD),3.4,3.6,3.5,3.1,3.7,yr,5.0,6.0
"$106,275 /yr (est.)",106275.0,RPA - AI Automation Senior Consultant,5.0,1,-1,"Deloitte
4.1", VA,4.1,0,173.0,10000+ Employees,1850,Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,yr,7.0,9.0
"$108,263 /yr (est.)",108263.0,"Senior Consultant, Strategy & Transformation",6.0,1,1,"Customer Value Partners, Inc
4.2", DC,4.2,0,20.0,201 to 500 Employees,2003,Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),3.9,4.0,4.3,4.1,4.4,yr,3.0,6.865298840321142
"$96,448 /yr (est.)",96448.0,Data Science Consultant,10.0,1,1,"Artis Consulting
4.3", TX,4.3,0,52.49002770083103,-1,-1,Private,-1,-1,-1,4.2,4.0,4.3,4.3,4.3,yr,4.824058459808882,6.865298840321142
"$150,000 /yr (est.)",150000.0,Solutions Consultant,0.0,2,1,Proton.ai, MA,3.8987957181088317,0,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$189,100 /yr (est.)",189100.0,Solutions Consultant,0.0,1,1,"Adobe
4.4", CA,4.4,0,41.0,10000+ Employees,1982,Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.0,4.4,4.4,3.9,4.3,yr,7.0,8.0
"$63,149 /yr (est.)",63149.0,Junior Strategic Management Consultant,4.0,1,0,"Bigbear.ai
3.2", MD,3.2,0,3.0,501 to 1000 Employees,2020,Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.0,3.6,3.2,3.0,3.6,yr,4.0,6.0
"$139,692 /yr (est.)",139692.0,Digital Transformation Consultant,0.0,2,1,"ATCS Inc.
3.4", CA,3.4,0,37.0,501 to 1000 Employees,1986,Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,2.7,3.0,3.1,3.0,3.0,yr,4.0,6.865298840321142
"$145,000 /yr (est.)",145000.0,"CX Transformation Consulting Director, North America",6.0,2,1,"TTEC Digital
3.5",Remote,3.5,1,12.0,1001 to 5000 Employees,2011,Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.4,3.3,3.6,3.4,3.8,yr,5.0,6.865298840321142
"$142,500 /yr (est.)",142500.0,Strategic Solutions Consultant,10.0,2,1,"Applause
4.0",Remote,4.0,1,16.0,201 to 500 Employees,2007,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.6,3.5,3.8,3.8,3.9,yr,3.0,6.865298840321142
"$98,633 /yr (est.)",98633.0,Senior Consultant - Digital Service Product Management,5.0,1,1,"Infosys
3.3", GA,3.3,0,42.0,10000+ Employees,1981,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.3,2.7,3.3,2.9,3.3,yr,7.0,9.0
"$87,082 /yr (est.)",87082.0,Infor Workforce Management Technical Consultant,0.0,1,1,"Baer Group
3.6", DC,3.6,0,26.0,Unknown,1997,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,3.4,3.3,3.6,3.7,yr,4.824058459808882,6.865298840321142
"$179,000 /yr (est.)",179000.0,IBM Expert Labs GDPS® IT Management Consultant,3.0,1,1,"IBM
4.0", NY,4.0,0,112.0,10000+ Employees,1911,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr,7.0,9.0
"$101,226 /yr (est.)",101226.0,Global Continuous Improvement Manager - Hybrid,3.0,1,0,"TJX Companies
3.6", MA,3.6,0,47.0,10000+ Employees,1976,Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),3.4,3.3,3.7,3.3,3.5,yr,7.0,9.0
"$90,555 /yr (est.)",90555.0,"Sr. Technical Consultant, Impact",0.0,1,0,"ServiceNow
4.5", FL,4.5,0,19.0,10000+ Employees,2004,Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.3,4.4,4.6,4.3,4.3,yr,7.0,7.0
"$97,901 /yr (est.)",97901.0,Sr. Data Governance Consultant,7.0,1,1,"Enterprise Knowledge LLC
3.9", VA,3.9,0,10.0,51 to 200 Employees,2013,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,4.2,4.1,3.9,3.9,yr,2.0,3.0
"$122,805 /yr (est.)",122805.0,"Associate Director, IS Lead Business Consultant I",0.0,1,0,"Boehringer Ingelheim
4.1", CT,4.1,0,138.0,1001 to 5000 Employees,1885,Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.6,4.1,4.0,3.5,4.1,yr,5.0,9.0
"$91,000 /yr (est.)",91000.0,Senior Solution Consultant,2.9165900735294117,-1,-1,"Dassault Systèmes
3.9", MA,3.9,0,42.0,10000+ Employees,1981,Public,Software Development,Information Technology,$1 to $5 billion (USD),3.7,3.7,4.1,3.7,4.1,yr,7.0,7.0
"$97,901 /yr (est.)",97901.0,Sr. Data Governance Consultant,7.0,1,1,"Enterprise Knowledge (EK)
3.9", VA,3.9,0,10.0,51 to 200 Employees,2013,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.0,4.2,4.1,3.9,3.9,yr,2.0,3.0
"$96,923 /yr (est.)",96923.0,Data Science Consultant,7.0,1,0,"INFOWORKS, INC.
4.1", TN,4.1,0,9.0,51 to 200 Employees,2014,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.7,4.2,3.9,3.7,4.0,yr,2.0,6.865298840321142
"$155,000 /yr (est.)",155000.0,Business Value Consultant,5.0,1,1,"Observe.AI
4.1", CA,4.1,0,6.0,201 to 500 Employees,2017,Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.2,4.3,4.3,3.9,4.0,yr,3.0,3.0
"$104,698 /yr (est.)",104698.0,Senior Business Intelligence Consultant,5.0,2,1,"Career Opportunities
3.5", GA,3.5,0,52.49002770083103,-1,-1,Private,-1,-1,-1,2.4,2.1,3.6,3.2,2.2,yr,4.824058459808882,6.865298840321142
"$109,250 /yr (est.)",109250.0,Business Architect/ Sr. Business Consultant – R01524953,0.0,2,1,"Brillio
3.8", FL,3.8,0,9.0,1001 to 5000 Employees,2014,Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.7,3.7,3.7,3.5,3.6,yr,5.0,6.0
"$129,703 /yr (est.)",129703.0,"Director, IT Outsourcing Strategy & Consulting",8.0,1,1,"ABBVIE
3.9", IL,3.9,0,10.0,10000+ Employees,2013,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.7,3.9,3.8,3.5,3.6,yr,7.0,9.0
"$145,000 /yr (est.)",145000.0,"CX Transformation Consulting Director, North America",2.9165900735294117,-1,-1,"TTEC Digital
3.5",Remote,3.5,1,12.0,1001 to 5000 Employees,2011,Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.4,3.3,3.6,3.4,3.8,yr,5.0,6.865298840321142
$85.00 /hr (est.),176800.0,Program Manager (Continuous improvement/Retrospectives),7.0,1,1,"Cyborg Mobile
5.0",Remote,5.0,1,14.0,1 to 50 Employees,2009,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,5.0,4.7,5.0,5.0,4.4,hr,1.0,6.865298840321142
"$88,823 /yr (est.)",88823.0,Infor Workforce Management Functional Consultant,0.0,1,1,"Baer Group
3.6", DC,3.6,0,26.0,Unknown,1997,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,3.4,3.3,3.6,3.7,yr,4.824058459808882,6.865298840321142
"$116,499 /yr (est.)",116499.0,Principal Consultant - Digital Services Product Manager,2.9165900735294117,-1,-1,"Infosys
3.3", GA,3.3,0,42.0,10000+ Employees,1981,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.3,2.7,3.3,2.9,3.3,yr,7.0,9.0
"$104,784 /yr (est.)",104784.0,Data and Analytics Consultant,8.0,1,1,"Systems Evolution, Inc
4.6", MA,4.6,0,31.0,201 to 500 Employees,1992,Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),4.2,4.4,4.5,4.3,4.2,yr,3.0,6.865298840321142
"$230,500 /yr (est.)",230500.0,"Senior Director, Data Analytics Consulting - Remote",0.0,1,1,"EPAM Systems
4.1",Remote,4.1,1,30.0,10000+ Employees,1993,Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),4.2,3.6,4.2,4.0,4.1,yr,7.0,7.0
"$103,594 /yr (est.)",103594.0,Data and Analytics Consultant,8.0,1,1,"SEI
3.9", MA,3.9,0,55.0,1001 to 5000 Employees,1968,Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),3.9,3.5,4.0,3.7,3.9,yr,5.0,7.0
"$119,550 /yr (est.)",119550.0,"Business Analytics Consultant, Senior",5.0,1,1,"Booz Allen Hamilton
4.2", CA,4.2,0,109.0,10000+ Employees,1914,Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,yr,7.0,8.0
"$77,217 /yr (est.)",77217.0,Business Efficiency Continuous Improvement Associate Consultant,0.0,1,1,"Emergent Holdings
3.6", MI,3.6,0,52.49002770083103,-1,-1,Private,-1,-1,-1,3.2,4.0,3.6,3.2,3.8,yr,4.824058459808882,6.865298840321142
"$74,358 /yr (est.)",74358.0,Junior Business Consultant,4.0,1,0,"Bigbear.ai
3.2", MD,3.2,0,3.0,501 to 1000 Employees,2020,Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.0,3.6,3.2,3.0,3.6,yr,4.0,6.0
"$109,901 /yr (est.)",109901.0,Data Governance Senior Consultant,4.0,1,1,"CAPCO
3.8", IL,3.8,0,25.0,5001 to 10000 Employees,1998,Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),3.6,3.8,3.9,3.5,3.9,yr,6.0,7.0
"$130,500 /yr (est.)",130500.0,Senior Appian Consultant / Technical Lead,5.0,1,1,"Groundswell
4.5", VA,4.5,0,1.0,Unknown,2022,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,4.0,5.0,5.0,5.0,yr,4.824058459808882,6.865298840321142
"$100,933 /yr (est.)",100933.0,Advanced Analytics Consultant,5.0,1,1,"Elevance Health
3.7", IN,3.7,0,19.0,10000+ Employees,2004,Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.6,3.8,3.7,3.3,3.6,yr,7.0,9.0
"$136,438 /yr (est.)",136438.0,Digital Transformation Solution Consultant (Remote - Home Based Worker),7.0,1,0,"Allstate
3.4", IL,3.4,0,92.0,10000+ Employees,1931,Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),3.2,3.3,3.4,3.1,3.4,yr,7.0,9.0
"$79,229 /yr (est.)",79229.0,Business Efficiency Continuous Improvement Associate Consultant,0.0,1,1,"Blue Cross Blue Shield of Michigan
3.8", MI,3.8,0,84.0,5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),3.6,4.0,3.6,3.2,3.8,yr,6.0,9.0
"$140,506 /yr (est.)",140506.0,Principal Appian Consultant,5.0,1,1,"Groundswell
4.5", VA,4.5,0,1.0,Unknown,2022,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,4.0,5.0,5.0,5.0,yr,4.824058459808882,6.865298840321142
"$108,000 /yr (est.)",108000.0,SAP Data Management Consultant,10.0,2,1,"IBM
4.0", DC,4.0,0,112.0,10000+ Employees,1911,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr,7.0,9.0
"$104,378 /yr (est.)",104378.0,Senior Digital Solutions Consultant,2.9165900735294117,-1,-1,"Worley
3.7", TX,3.7,0,52.0,10000+ Employees,1971,Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.5,3.3,3.6,3.3,3.6,yr,7.0,8.0
"$97,604 /yr (est.)",97604.0,Senior Digital Solutions Consultant,2.9165900735294117,-1,-1,Worley Advisian, TX,3.8987957181088317,0,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$207,125 /yr (est.)",207125.0,Data Scientist - Enterprise AI Consultant,5.0,1,-1,"Oski Technology
4.6", CA,4.6,0,30.0,10000+ Employees,1993,Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.4,4.5,4.6,4.4,4.2,yr,7.0,8.0
"$192,000 /yr (est.)",192000.0,"Data, AI & Automation Senior Managing Consultant",10.0,2,1,"IBM
4.0", DC,4.0,0,112.0,10000+ Employees,1911,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr,7.0,9.0
"$145,000 /yr (est.)",145000.0,Implementation Consultant,10.0,1,1,"EXL Services
3.8",Remote,3.8,1,24.0,10000+ Employees,1999,Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),3.7,3.3,3.6,3.5,3.7,yr,7.0,7.0
"$192,500 /yr (est.)",192500.0,Lead Analytics Consultant,0.0,1,1,"Mastercard
4.3", NY,4.3,0,57.0,10000+ Employees,1966,Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),4.2,4.1,4.4,4.0,4.2,yr,7.0,8.0
"$140,000 /yr (est.)",140000.0,Analytics Strategy Consultant,0.0,1,1,"Aimpoint Digital
5.0",Remote,5.0,1,52.49002770083103,-1,-1,Private,-1,-1,-1,5.0,4.8,4.9,5.0,4.6,yr,4.824058459808882,6.865298840321142
"$87,517 /yr (est.)",87517.0,E T Consultant,3.0,1,1,"IFC Systems Corporation
4.1", DC,4.1,0,67.0,1001 to 5000 Employees,1956,Private,Investment & Asset Management,Financial Services,$1 to $5 million (USD),3.4,4.0,4.2,3.4,3.9,yr,5.0,2.0
"$92,392 /yr (est.)",92392.0,Generative AI Developer Consultant,3.0,1,0,"Deloitte
4.1", VA,4.1,0,173.0,10000+ Employees,1850,Private,Accounting & Tax,Financial Services,$10+ billion (USD),4.3,3.8,4.0,3.8,3.3,yr,7.0,9.0
$112.50 /hr (est.),234000.0,Advanced Analytics Consultant,5.0,2,1,"SQA Group
3.9",Remote,3.9,1,24.0,51 to 200 Employees,1999,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.6,3.7,3.7,3.5,4.4,hr,2.0,3.0
"$109,930 /yr (est.)",109930.0,Consultant Artificial Intelligence / Machine Learning Engineer (AI/ML),2.0,1,1,"Specular Theory
3.4", CA,3.4,0,52.49002770083103,-1,-1,Private,-1,-1,-1,2.3,3.4,3.1,2.7,3.5,yr,4.824058459808882,6.865298840321142
"$105,000 /yr (est.)",105000.0,Consultant Lead Manager,0.0,2,-1,"EXL Services
3.8",Remote,3.8,1,24.0,10000+ Employees,1999,Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),3.7,3.3,3.6,3.5,3.7,yr,7.0,7.0
"$263,005 /yr (est.)",263005.0,"Director, Organizational Change Management Consultant",7.0,1,1,"Kyndryl, Inc.
3.9", MO,3.9,0,2.0,10000+ Employees,2021,Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.7,3.4,3.9,3.4,3.9,yr,7.0,6.865298840321142
"$117,500 /yr (est.)",117500.0,Data Science Consultant Level II,2.9165900735294117,-1,-1,-1,Remote,3.8987957181088317,1,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$85,000 /yr (est.)",85000.0,Consultant - Developer I,2.0,1,1,"Management Science & Innovation, LLC",Remote,3.8987957181088317,1,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$165,600 /yr (est.)",165600.0,AI Business Solutions Consultant,5.0,1,1,"PayPal
4.0", CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.5,3.9,4.0,3.4,4.0,yr,7.0,9.0
"$124,512 /yr (est.)",124512.0,Neural 3D Graphics Software Engineer (SMTS),0.0,1,-1,"Advanced Micro Devices, Inc.", CA,4.2,0,54.0,10000+ Employees,1969,Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.2,3.7,4.2,3.9,3.9,yr,7.0,9.0
$53.10 /hr (est.),110448.0,"Software Engineer, Graphics - Overwatch (Relocation Assistance Available)",3.0,1,-1,Blizzard Entertainment, CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,hr,5.0,7.0
"$92,325 /yr (est.)",92325.0,Vulkan Graphics Engineer,5.0,2,-1,Mobica, OR,3.8,0,19.0,501 to 1000 Employees,2004,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.6,3.6,3.7,3.4,4.0,yr,4.0,6.865298840321142
"$77,222 /yr (est.)",77222.0,Graphics Engineer,0.0,1,1,ZeniMax Media Inc., TX,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.865298840321142
"$110,520 /yr (est.)",110520.0,Senior Graphics Engineer,0.0,2,1,Unity Technologies, CA,3.7,0,18.0,5001 to 10000 Employees,2005,Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.8,3.1,4.0,yr,6.0,6.865298840321142
"$92,235 /yr (est.)",92235.0,Graphics Engineer,8.0,2,-1,BIGBOX VR, WA,3.8987957181088317,0,52.49002770083103,-1,-1,Private,-1,-1,-1,3.7170687711386696,3.7512063134160085,3.8269673055242386,3.5513416009019165,3.770101465614431,yr,4.824058459808882,6.865298840321142
"$65,452 /yr (est.)",65452.0,"Graphics Engineer, Shader Platform Support",0.0,1,-1,Unity Technologies, WA,3.7,0,18.0,5001 to 10000 Employees,2005,Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.8,3.1,4.0,yr,6.0,6.865298840321142
"$83,906 /yr (est.)",83906.0,Software Developer - Graphics,2.0,1,-1,Computers & Structures, CA,5.0,0,48.0,51 to 200 Employees,1975,Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),5.0,5.0,5.0,5.0,5.0,yr,2.0,2.0
"$82,000 /yr (est.)",82000.0,Graphics Software Engineer,0.0,1,-1,Leidos, MD,3.9,0,54.0,10000+ Employees,1969,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3.8,3.6,3.8,3.6,4.0,yr,7.0,9.0
"$42,913 /yr (est.)",42913.0,HTML/Graphic Designers,0.0,1,1,Webmasters.com, FL,2.0,0,52.49002770083103,-1,-1,Private,-1,-1,-1,1.0,1.0,1.0,1.0,2.0,yr,4.824058459808882,6.865298840321142
"$129,000 /yr (est.)",129000.0,"Software Engineering (WPF/UI/.Net with 3D, Imaging and Visualization)",2.0,1,-1,Noah Medical, CA,4.0,0,5.0,51 to 200 Employees,2018,Private,Health Care Products Manufacturing,Manufacturing,Unknown / Non-Applicable,3.6,3.4,3.8,4.3,3.7,yr,2.0,6.865298840321142
"$83,497 /yr (est.)",83497.0,Senior Graphics Engineer,5.0,1,1,Arkane Studios, TX,3.4,0,52.49002770083103,-1,-1,Private,-1,-1,-1,3.1,3.9,3.8,3.4,3.9,yr,4.824058459808882,6.865298840321142
