,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
881,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:04:39.484960
882,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 15:04:46.589107
883,Jr. Software Developer,72758.0,3,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,-1,-1,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),3,Government,4.9,4.4,4.9,4.9,4.8,4.6,"Penta Research
4.9",2023-05-11 15:04:50.667767
884,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 15:04:54.736615
885,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 15:04:58.855371
886,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-11 15:05:03.114089
887,Senior Software Engineer,119600.0,2,MASTER,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Technology in Motion, LLC",2023-05-11 15:05:08.797355
889,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 15:05:15.536256
890,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 15:05:19.716184
892,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 15:05:25.545076
893,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:05:28.303803
894,Java Developer Mid,94442.0,4,BACHELOR,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-11 15:05:31.972230
895,Innovation Software Test Engineer,114400.0,5,BACHELOR,SENIOR,Remote,1,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PVD,2023-05-11 15:05:36.308769
898,-1,114400.0,-1,-1,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,-1,2023-05-11 15:05:47.721275
899,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 15:05:51.777372
900,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:05:59.843438
902,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:06:08.867451
903,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 15:06:11.786674
904,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:06:14.785752
905,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:06:22.704143
906,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:06:27.154814
907,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 15:06:31.388649
908,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 15:06:34.261309
909,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 15:06:38.559632
910,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 15:06:41.495151
911,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 15:06:44.449498
912,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:06:47.971461
913,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 15:06:52.336786
914,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 15:06:56.789558
915,Jr. Software Developer,72758.0,3,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,-1,-1,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),3,Government,4.9,4.4,4.9,4.9,4.8,4.6,"Penta Research
4.9",2023-05-11 15:07:01.248254
916,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 15:07:05.545390
917,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-11 15:07:10.820232
918,Senior Software Engineer,119600.0,2,MASTER,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Technology in Motion, LLC",2023-05-11 15:07:15.281631
919,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 15:07:18.147237
920,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 15:07:22.516354
921,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:07:27.237979
922,Java Developer Mid,94442.0,4,BACHELOR,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-11 15:07:30.341210
923,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 15:07:37.212067
924,Innovation Software Test Engineer,114400.0,5,BACHELOR,SENIOR,Remote,1,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PVD,2023-05-11 15:07:42.250170
925,IT Software Developer,72800.0,3,MASTER,-1,"San Francisco, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Adverts247,2023-05-11 15:07:46.306542
928,Java Backend Developer,114400.0,6,BACHELOR,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:07:56.875599
929,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 15:08:02.465193
930,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:08:10.160229
931,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 15:08:14.986116
933,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 15:08:22.716236
934,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 15:08:28.001435
935,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:08:32.514213
936,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:08:35.542215
937,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 15:08:39.993182
938,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:08:44.600388
939,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 15:08:49.291212
940,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 15:08:55.003388
941,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 15:08:59.828453
942,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 15:09:04.576521
943,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:09:09.127811
944,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 15:09:13.735378
945,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 15:09:16.662321
946,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 15:09:21.823692
947,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 15:09:26.345986
948,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 15:09:35.244384
950,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-11 15:09:43.027081
951,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 15:09:47.690112
952,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 15:09:50.669944
953,Junior Developer,84240.0,-1,BACHELOR,-1,"Phoenix, AZ",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,2.1,1.7,2.0,1.7,1.7,1.7,"Iannarino Fullen Group
2.1",2023-05-11 15:09:55.033492
955,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:10:02.232327
956,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 15:10:07.042278
958,Senior Software Test Engineer,116480.0,4,BACHELOR,SENIOR,"Decatur, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kanini,2023-05-11 15:10:13.046169
959,Python Developer,140000.0,-1,-1,-1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Okaya Corp,2023-05-11 15:10:16.093528
960,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:10:22.720086
962,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:10:34.322102
963,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 15:10:37.404898
964,-1,156000.0,-1,-1,-1,-1,0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,3.0,4.0,5.0,5.0,5.0,-1,2023-05-11 15:10:40.405109
965,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:10:44.270730
966,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 15:10:48.591550
967,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 15:10:52.191437
968,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 15:10:55.316979
969,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 15:11:00.952850
970,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 15:11:06.228152
971,Software Developer,97395.0,-1,BACHELOR,SENIOR,"Falls Church, VA",0,51 to 200 Employees,2,2005,18,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,5.0,5.0,5.0,5.0,"Inalab Consulting
5.0",2023-05-11 15:11:10.714076
972,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 15:11:15.443379
973,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 15:11:21.644334
975,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 15:11:28.801286
976,Java Developer Mid,94442.0,4,BACHELOR,-1,"Irving, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Less than $1 million (USD),1,Company - Private,3.6,3.4,3.2,3.4,3.4,3.2,"OscarMike
3.6",2023-05-11 15:11:33.276354
977,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 15:11:38.048410
978,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 15:11:42.788717
979,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 15:11:47.484168
980,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 15:11:50.900106
981,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 15:11:53.964208
982,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 15:11:58.760197
983,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 15:12:01.796816
984,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 15:12:06.424454
985,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 15:12:10.910539
986,Full Stack Java,119600.0,1,DOCTOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,4.7,4.7,4.5,4.7,4.3,4.5,"Fuge Technologies Inc
4.7",2023-05-11 15:12:16.080666
987,Senior Software Engineer,119600.0,2,MASTER,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Technology in Motion, LLC",2023-05-11 15:12:20.618120
988,Software Developer,86285.0,-1,MASTER,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 15:12:23.714377
989,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 15:12:28.805218
990,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 15:12:36.523514
992,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 15:12:47.980299
993,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 15:12:52.500026
994,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 15:12:55.474882
995,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 15:12:58.443144
996,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 15:13:01.506666
